trial,persona_path,reward,choice,choice_label,price,price_threshold,feature_priority,purchase_likelihood,age_bracket,economic_motivation,region,socioeconomic_band,gender_identity,life_stage,urbanicity,income,employment,rationale
survey_toilet-brush-choice__2przcnS,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_stackoverflow-5efd0e38b9ba.yaml,1.0,oxo_hideaway,OXO Hideaway Compact,19.97,4,hygiene,4,35-44,,North America,,,Parent of young kids,,,Unemployed,"I want a brush that stays hidden and doesn't drip on the floor, and the OXO's auto-open canister with a ventilated tray solves both hygiene and looks. It's from a brand I trust for kitchen/bath tools, and at ~$20 the price is reasonable for something used daily. The compact footprint also fits our small bathroom without adding clutter."
survey_toilet-brush-choice__2qA7YB8,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_gss-e16267daea8c.yaml,1.0,jiga_3pack,JIGA 3-Pack,13.99,5,price,4,25-34,,North America,Lower-middle,Man,,,,Full-time,"I have three bathrooms and a house full of kids, so getting three brushes for $13.99 is unbeatable value. The stiff nylon bristles and covered caddy bases are exactly what I need for everyday scrubbing without spending much."
survey_toilet-brush-choice__2qecvUq,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_wiki-c0b265c77359.yaml,1.0,clorox_under_rim,Clorox Corner Under-Rim,15.5,5,cleaning,4,,Cost-sensitive,North America,,Man,Early career,,,,"I want a brush that actually gets the job done, and the dedicated under-rim scrubber plus corner caddy covers the two spots that always get neglected. At $15.50 with antibacterial bristles and Amazon's Choice backing, it's the best functional value on the shelf."
survey_toilet-brush-choice__2wgZ9J9,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_gss-329b853f3139.yaml,1.0,clorox_under_rim,Clorox Corner Under-Rim,15.5,4,cleaning,4,65-74,,North America,Lower-middle,Woman,,,,Full-time,"I want something affordable and practical, and the Clorox set is a trusted name at a fair $15.50. The corner caddy saves space and the under-rim scrubber helps get those hard-to-reach spots clean."
survey_toilet-brush-choice__2xD2Dsc,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_wiki-4d86f07ca984.yaml,1.0,oxo_hideaway,OXO Hideaway Compact,19.97,4,hygiene,5,85+,Value-driven,North America,High income,Man,Retirement,Rural,$200k+,Retired,"I want a brush that stays out of sight and doesn't leave a puddle of standing water in the base, and the OXO's auto-opening canister with a ventilated tray solves both problems in one compact footprint. OXO's design reputation and the top-rated status justify the modest premium over the budget silicone sets, which look flimsy and overly fussy by comparison."
survey_toilet-brush-choice__2xvnVdq,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_wiki-2ddd44c58a6d.yaml,1.0,oxo_hideaway,OXO Hideaway Compact,19.97,5,hygiene,4,65+,Value-driven,North America,High income,Woman,Retirement,Dense urban,$100k-200k,Retired,"I want a brush that stays out of sight and dries properly rather than sitting in a pool of stagnant water, and the OXO's auto-opening canister with a ventilated tray does exactly that while keeping a small footprint. OXO's reputation for well-engineered, durable household tools and its top-rated status give me confidence it will hold up, and at $19.97 the price is entirely reasonable for a single well-made set."
survey_toilet-brush-choice__327aPrQ,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_gss-3d6bb0113356.yaml,1.0,jiga_3pack,JIGA 3-Pack,13.99,5,price,4,45-54,,North America,Lower-middle,Man,,,,Full-time,"I've got two bathrooms plus the kids' bathroom to keep up, so a 3-pack for $13.99 is the best value on this shelf. Stiff nylon bristles and a covered caddy are all I really need, and I'm not paying nearly thirty dollars for one fancy brush."
survey_toilet-brush-choice__3FRGWmf,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_stackoverflow-fd503fa8c974.yaml,1.0,oxo_hideaway,OXO Hideaway Compact,19.97,4,hygiene,4,18-24,,North America,,,Early career,,,Part-time,"I want a covered holder that hides the brush and prevents standing water, and the OXO's auto-open canister plus ventilated tray solves both without me touching anything gross. At $19.97 it's mid-priced but the build quality and top-rated reputation make it the accuracy-first pick over the cheaper silicone sets whose drying claims I don't fully trust."
survey_toilet-brush-choice__3K9NnPe,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_wiki-2e91ff177f5f.yaml,1.0,oxo_hideaway,OXO Hideaway Compact,19.97,4,hygiene,4,,,North America,,Man,Mid-life,,,Full-time,"I want a set that looks tidy and stores the brush out of sight, and OXO's hideaway canister with a ventilated tray solves the dripping-water mess that plagues open holders. The $19.97 price is reasonable for a top-rated, well-built product from a brand I trust, and the compact footprint suits a standard bathroom."
survey_toilet-brush-choice__3LEcznA,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_gss-b77bbf77b0b6.yaml,1.0,clorox_under_rim,Clorox Corner Under-Rim,15.5,4,brand,4,65-74,,North America,Lower-middle,Woman,Retirement,,,Retired,"I'm on a fixed income, so $15.50 is about what I can justify spending on a toilet brush. Clorox is a brand I've trusted for years, and the under-rim scrubber and corner caddy sound practical for keeping things tidy in my small bathroom."
survey_toilet-brush-choice__3NsyShM,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_gss-42cfec28e3aa.yaml,1.0,oxo_hideaway,OXO Hideaway Compact,19.97,4,hygiene,4,75-84,,North America,Middle,Woman,,,,Homemaker,"I like that the brush hides away in its canister so I don't have to look at it, and the ventilated tray keeps things from getting soggy and smelly. OXO is a brand I know and trust, and at just under $20 the price is reasonable for something that will last."
survey_toilet-brush-choice__3Qikw4S,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_gss-2177536b5c52.yaml,1.0,oxo_hideaway,OXO Hideaway Compact,19.97,4,hygiene,4,55-64,,North America,Middle,Man,,,,Full-time,"I want a brush that stays hidden and tidy in the bathroom, and the OXO hideaway canister opens automatically when you lift the brush, so there's no fuss. It's a trusted brand, top rated, and the ventilated tray keeps things from getting soggy, which matters to me for cleanliness."
survey_toilet-brush-choice__3ZFXH7M,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_wiki-c92dd060123f.yaml,1.0,oxo_hideaway,OXO Hideaway Compact,19.97,4,hygiene,4,25-34,null,North America,null,Man,Early career,null,null,Full-time,"I want a covered canister that hides the brush and keeps things tidy in a small bathroom, and the auto-open lid plus ventilated tray means less mess and no standing water. OXO's reputation and the top-rated status give me confidence it will hold up, so the mid-range price is worth it."
survey_toilet-brush-choice__3fJUsQR,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_stackoverflow-a75cfa1e3e69.yaml,1.0,oxo_hideaway,OXO Hideaway Compact,19.97,4,hygiene,4,35-44,,North America,,,,,,Full-time,"I want a compact, covered set that hides the brush and doesn't pool water in the base, which fits a small bathroom and keeps things looking tidy. OXO's hideaway canister with a ventilated tray and its top-rated reputation make it the most practical pick for me, even at a mid-tier price."
survey_toilet-brush-choice__3h7rkn5,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_stackoverflow-bd201370eb4f.yaml,1.0,oxo_hideaway,OXO Hideaway Compact,19.97,4,hygiene,4,35-44,,North America,,,,,,Full-time,"I want a covered canister that hides the brush entirely and doesn't pool water, and OXO's auto-open mechanism plus ventilated tray solves the two things that actually annoy me about toilet brushes. At $19.97 it's mid-priced but the design is clean and minimal, which suits my bathroom, and OXO is a brand I trust to not fall apart in a year."
survey_toilet-brush-choice__3kMsrZ7,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_wiki-451e9816d480.yaml,1.0,oxo_hideaway,OXO Hideaway Compact,19.97,4,hygiene,4,65+,Value-driven,North America,Upper-middle,Woman,Mid-life,Suburban,$100k-200k,Self-employed,"I am not a parent and I keep a tidy, orderly household, so a brush that stays completely out of sight when stored appeals to me. The OXO Hideaway's automatically opening canister and ventilated tray address the hygiene and water-pooling concerns I care about most, and the brand's reputation for well-designed tools justifies the modest price."
survey_toilet-brush-choice__3oZsmkV,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_wiki-9ea88ebb1eb6.yaml,1.0,oxo_hideaway,OXO Hideaway Compact,19.97,4,hygiene,4,35-44,Indifferent,North America,Lower-middle,Man,Early career,Rural,$50k-100k,Self-employed,"I want a brush that hides the dirty head away and doesn't leave a puddle of water in the base, and OXO is a brand I've actually trusted for kitchen and bath stuff for years. The auto-open canister and ventilated tray matter more to me than saving eight bucks on a no-name silicone set, and $20 is a fair one-time spend. I'm divorced with two kids and living in a transitional spot, so I want one set that just works and doesn't look like junk sitting next to the toilet."
survey_toilet-brush-choice__3rFe4Wo,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_gss-e79ea243b8b1.yaml,1.0,oxo_hideaway,OXO Hideaway Compact,19.97,4,hygiene,4,18-24,,North America,Lower-middle,Man,,,,Part-time,"I want something that stays clean and out of sight, and the OXO Hideaway's canister hides the brush and opens automatically when lifted, with a ventilated tray so water doesn't pool. It's a trusted name and top rated, and at $19.97 the price is reasonable for the quality."
survey_toilet-brush-choice__3rxyGpe,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_wiki-0109dd23322f.yaml,1.0,oxo_hideaway,OXO Hideaway Compact,19.97,4,hygiene,4,65+,Value-driven,North America,Upper-middle,Man,Mid-life,Small town,null,Full-time,"I want a clean, uncluttered look in the bathroom and the hideaway canister means no brush is visible when stored, which suits my preference for order and tidiness. OXO is a brand I trust for durable, well-designed household tools, and the ventilated tray addresses the hygiene concern of standing water. At $19.97 the price is reasonable for a top-rated, well-built item."
survey_toilet-brush-choice__3utaWpL,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_wiki-2d31fca53f05.yaml,1.0,oxo_hideaway,OXO Hideaway Compact,19.97,4,hygiene,5,55-64,Value-driven,North America,Lower-middle,Woman,Mid-life,Suburban,null,Self-employed,"I want a set that keeps the brush hidden and the bathroom looking tidy, and the OXO Hideaway's auto-open canister with a ventilated tray does exactly that while being top rated. At $19.97 it's a reasonable mid-range price for a brand I trust to hold up to daily use."
survey_toilet-brush-choice__3xwDKSw,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_gss-199512752e21.yaml,1.0,jiga_3pack,JIGA 3-Pack,13.99,5,price,4,18-24,,North America,Lower-middle,Woman,,,,Part-time,"With a smaller budget, the 3-pack gives me the best value since I can put one in each bathroom and keep a spare. The stiff nylon bristles and covered caddies cover the basics without spending much."
survey_toilet-brush-choice__49n25ZE,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_stackoverflow-da788bdf6d28.yaml,1.0,oxo_hideaway,OXO Hideaway Compact,19.97,4,hygiene,4,13-17,,North America,,,Student,,,Student,"I want a brush that stays hidden and doesn't look like a toilet brush sitting out, and the OXO's auto-open canister plus ventilated tray directly addresses the hygiene and tidiness issues I care about. It's from a brand I trust for everyday household goods, and at $19.97 the price is reasonable for something I'll use daily for years."
survey_toilet-brush-choice__4AWiKPT,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_gss-3fc7c77e2ce4.yaml,1.0,oxo_hideaway,OXO Hideaway Compact,19.97,4,hygiene,4,65-74,,North America,Lower-middle,Man,Retirement,,,Retired,"I trust the OXO brand and like that the brush hides away in a compact canister that opens automatically, keeping the bathroom looking tidy. The ventilated tray that prevents water pooling matters to me for hygiene, and the price is reasonable for the quality."
survey_toilet-brush-choice__4CxMG2E,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_gss-bfcc4268a3d0.yaml,1.0,oxo_hideaway,OXO Hideaway Compact,19.97,4,hygiene,4,18-24,,North America,Lower-middle,Woman,,,,Homemaker,"I like that the OXO Hideaway keeps the brush completely out of sight when it's stored, which matters to me in a small bathroom, and the ventilated tray helps it dry out properly. It's a trusted brand and the price is reasonable for the quality."
survey_toilet-brush-choice__4G4hx4w,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_gss-38ff2e439653.yaml,1.0,jiga_3pack,JIGA 3-Pack,13.99,5,price,5,35-44,,North America,Lower-middle,Woman,,,,Homemaker,"With three kids and three bathrooms to keep clean, I go through toilet brushes fast, so getting three sets for $13.99 is the best value here. The stiff nylon bristles and covered caddy do the job without spending much."
survey_toilet-brush-choice__4Gs842h,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_stackoverflow-b2fc8354f9d0.yaml,1.0,oxo_hideaway,OXO Hideaway Compact,19.97,4,hygiene,4,25-34,,North America,,,Early career,,,Full-time,"I want a brush that stays out of sight and doesn't drip or pool water, so the OXO Hideaway's auto-opening canister and ventilated tray solve the two things I actually care about. It's a well-reviewed, compact design from a brand I trust, and at $19.97 the price is reasonable for a single quality set rather than a multi-pack I don't need."
survey_toilet-brush-choice__4HbuGba,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_gss-f0e14589c606.yaml,1.0,oxo_hideaway,OXO Hideaway Compact,19.97,4,hygiene,4,45-54,,North America,Middle,Man,,,,Full-time,"I want a brush that stays out of sight and doesn't leave a puddle in the holder, and the OXO hideaway canister opens automatically and has a ventilated tray. It's a trusted brand at a reasonable $19.97, and the compact footprint suits a normal bathroom without looking cheap."
survey_toilet-brush-choice__4Kt5ejZ,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_amazon-a012f3f3a357.yaml,1.0,oxo_hideaway,OXO Hideaway Compact,19.97,4,hygiene,4,,Value-driven,North America,,,,,,,"I want a compact, hygienic set that hides the brush and doesn't pool water in the base. OXO's hideaway canister opens automatically and has a ventilated tray, and the brand is top-rated and trustworthy. At $19.97 it's a fair price for something I'll use daily."
survey_toilet-brush-choice__4LojSaT,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_wiki-a6ee357f6aa1.yaml,1.0,oxo_hideaway,OXO Hideaway Compact,19.97,4,hygiene,4,,Value-driven,North America,Middle,Man,Mid-life,Rural,,Self-employed,"I want a clean, uncluttered look and the hideaway canister keeps the brush fully out of sight while auto-opening when lifted. OXO's reputation for well-built, functional housewares and the ventilated tray that prevents water pooling seal it for me at a reasonable price."
survey_toilet-brush-choice__4RxSAjM,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_stackoverflow-3bd195390e4b.yaml,1.0,oxo_hideaway,OXO Hideaway Compact,19.97,4,hygiene,4,25-34,,North America,,,Early career,,,Full-time,"I'd pick the OXO Hideaway because the auto-open canister keeps the brush fully concealed and the ventilated tray prevents the standing-water slime that plagues most holders. OXO's build quality and the $19.97 price are reasonable for a product I'll use daily for years, and the compact footprint suits a small bathroom."
survey_toilet-brush-choice__4WJBjLV,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_gss-98291233afa5.yaml,1.0,oxo_hideaway,OXO Hideaway Compact,19.97,4,hygiene,4,25-34,,North America,Upper-middle,Woman,,,,Full-time,"I want a compact, clean-looking set that hides the brush away — the OXO Hideaway's auto-open canister and ventilated tray solve the drip-and-drip-dry annoyance elegantly, and OXO's reputation for durable, well-designed basics justifies the mid-range price. It fits my small bathroom without looking like a utilitarian afterthought."
survey_toilet-brush-choice__4ZHJ5PJ,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_wiki-5ae16d580221.yaml,1.0,oxo_hideaway,OXO Hideaway Compact,19.97,4,hygiene,4,65+,,North America,Upper-middle,Man,Retirement,Small town,null,Retired,"I want a clean, uncluttered bathroom and the OXO Hideaway's canister conceals the brush entirely when stored, opening automatically on lift. As a top-rated, well-known brand with firm nylon bristles and a ventilated tray to prevent water pooling, it offers reliable performance and hygiene at a reasonable price."
survey_toilet-brush-choice__4kMF34D,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_wiki-f817a0c8e6c0.yaml,1.0,oxo_hideaway,OXO Hideaway Compact,19.97,5,design,5,65-74,Value-driven,North America,High income,Woman,Mid-life,Dense urban,$200k+,Self-employed,"I keep a spotless house and cannot abide visible clutter, so a canister that conceals the brush entirely and opens automatically when lifted is exactly what I want. OXO's build quality and its No.1 Top Rated standing make the $19.97 price easy to justify, and the ventilated tray addresses the hygiene issue that matters most in a small, well-kept bathroom."
survey_toilet-brush-choice__4nuCcH4,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_wiki-35a3140725f4.yaml,1.0,oxo_hideaway,OXO Hideaway Compact,19.97,4,hygiene,4,65+,Value-driven,North America,Middle,Woman,Retirement,Small town,$50k-100k,Retired,"I want a brush that disappears into a compact, clean-looking canister rather than sitting out as a decorative object, and OXO's hideaway design with a ventilated tray solves the water-pooling problem I've dealt with for years. At $19.97 it's reasonably priced for a top-rated set from a brand with a solid reputation for practical household tools."
survey_toilet-brush-choice__4q4gLMr,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_wiki-78a44b9a54c5.yaml,1.0,oxo_hideaway,OXO Hideaway Compact,19.97,4,hygiene,4,65+,Value-driven,North America,Upper-middle,Man,Mid-life,Small town,null,Retired,"I value order and structure in my home, and the OXO Hideaway's canister conceals the brush entirely when stored — no unsightly bristles on display. OXO is a brand I trust for durable, well-engineered household goods, and the ventilated tray addresses hygiene without the gimmicks (tweezers, corner caddies) I don't need. At $19.97 it's a sensible price for a quality single set in a small bathroom."
survey_toilet-brush-choice__4qVn8dj,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_gss-2f0b62045abe.yaml,1.0,clorox_under_rim,Clorox Corner Under-Rim,15.5,5,cleaning,4,75-84,,North America,Middle,Man,Retirement,,,Retired,"I'm a practical man and I trust the Clorox name for cleaning products. The corner caddy saves space and the dedicated under-rim scrubber is a sensible feature for getting the job done right, at a fair price."
survey_toilet-brush-choice__4rjJ8op,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_gss-e961e46757b8.yaml,1.0,oxo_hideaway,OXO Hideaway Compact,19.97,5,hygiene,4,45-54,,North America,Middle,Man,,,,Full-time,"The OXO Hideaway is top-rated and hides the brush entirely in a slim canister, which keeps a shared family bathroom looking tidy. The auto-open mechanism and ventilated tray mean better hygiene and no standing water, and at $19.97 it's a reasonable price for a brand I trust."
survey_toilet-brush-choice__4zPswE8,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_gss-8ed633c6a2d5.yaml,1.0,jiga_3pack,JIGA 3-Pack,13.99,5,price,4,65-74,,North America,Lower-middle,Man,,,,Part-time,"I have three bathrooms and a wife who goes through brushes, so a 3-pack for $13.99 is the sensible buy. Stiff nylon bristles and a covered caddy are all I need; I'm not paying extra for silicone gadgets."
survey_toilet-brush-choice__57WVrsR,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_amazon-200ab9b4154a.yaml,1.0,oxo_hideaway,OXO Hideaway Compact,19.97,4,hygiene,4,,Value-driven,North America,,,,,,,"I want a compact, tidy set that hides the brush away and dries without pooling water, and OXO's reputation for solid, well-designed tools makes it worth the modest premium. The auto-open canister and ventilated tray fit my preference for order, hygiene, and durability over the cheapest option."
survey_toilet-brush-choice__5DtGvM8,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_wiki-86198cc2b0fe.yaml,1.0,oxo_hideaway,OXO Hideaway Compact,19.97,4,hygiene,4,,Indifferent,North America,High income,Woman,Mid-life,Dense urban,,Retired,"I want a compact, tidy set that hides the brush and dries without pooling water, and the OXO's auto-opening ventilated canister does exactly that. It is well-reviewed, from a brand I trust, and at $19.97 the price is reasonable for the build quality."
survey_toilet-brush-choice__5La3kXT,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_gss-dee5348440af.yaml,1.0,clorox_under_rim,Clorox Corner Under-Rim,15.5,5,cleaning,4,55-64,,North America,Middle,Woman,,,,Full-time,"I want a brush that actually gets under the rim where the stains hide, and the dedicated under-rim scrubber plus antibacterial bristles gives me confidence it's cleaning properly. At $15.50 it's affordable and the corner caddy keeps it tucked out of the way, which suits my bathroom."
survey_toilet-brush-choice__5PcSUuH,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_gss-c323647bbffd.yaml,1.0,jiga_3pack,JIGA 3-Pack,13.99,5,price,4,25-34,,North America,Middle,Woman,,,,Homemaker,"With three kids and three bathrooms to keep clean, a 3-pack at $13.99 gives me a brush for each bathroom without spending much. The stiff nylon bristles and long handles should hold up to daily scrubbing, and the plain white design blends in anywhere."
survey_toilet-brush-choice__5QMXwFV,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_wiki-91fe6b9bbaa3.yaml,1.0,oxo_hideaway,OXO Hideaway Compact,19.97,4,hygiene,5,65+,,North America,High income,Man,Retirement,Small town,,Full-time,"I want a set that keeps the brush out of sight and dries properly, and the OXO Hideaway's auto-opening canister with a ventilated tray does exactly that. OXO's reputation for well-engineered household tools, plus its compact footprint and top-rated status, justifies the modest price for a fixture I will use daily for years."
survey_toilet-brush-choice__5SKTEgf,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_gss-d36086babd69.yaml,1.0,clorox_under_rim,Clorox Corner Under-Rim,15.5,4,cleaning,4,25-34,,North America,Lower-middle,Man,,,,Unemployed,"With three kids and a tight budget, I need something cheap but tough that actually scrubs under the rim where it gets gross. Clorox is a brand I trust for bathroom cleaning, and the corner caddy plus under-rim scrubber at $15.50 is the best mix of value and cleaning power for a busy household."
survey_toilet-brush-choice__5SPhurX,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_gss-e2f34d61f583.yaml,1.0,oxo_hideaway,OXO Hideaway Compact,19.97,4,hygiene,4,35-44,,North America,Lower-middle,Woman,,,,Part-time,"I want something that looks tidy and hides the brush, since it sits out in a small family bathroom. The OXO hideaway canister opens automatically and the ventilated tray keeps it from getting gross, and at under $20 it's a reasonable price for a brand I trust."
survey_toilet-brush-choice__5T5e4bG,persona/datasets/matraix-persona-1m/cohorts/cohort-162f4cf6eb0f/persona_wiki-bc060b68cccd.yaml,1.0,ixo_stainless,IXO 2-Pack Stainless,28.6,5,material,4,65+,null,North America,null,Man,Retirement,Rural,null,null,"I want a set that lasts and looks respectable in a household where family and guests come and go. The 304 stainless steel handles and elegant navy bases will hold up far better than plastic, and a 2-pack lets me keep one in each bathroom. The $28.60 price is fair for that durability."
